Time,Time,Time (Hour),Load_kW,kWh,Total Energy Consumption (kWh),,,Missing data rows,,"0,612257",,,,,,,,,"graphs are not properly seen online, for a better view download the exc file",,,,,,,,,
27/05/2018 11:00:00,27/5/2018,11:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 11:15:00,27/5/2018,11:15:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 11:30:00,27/5/2018,11:30:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 11:45:00,27/5/2018,11:45:00 a. m.,"0,54","0,135",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 12:00:00,27/5/2018,12:00:00 p. m.,"2,1","0,525",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 12:15:00,27/5/2018,12:15:00 p. m.,"1,59","0,3975",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 12:30:00,27/5/2018,12:30:00 p. m.,"0,32","0,08",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 12:45:00,27/5/2018,12:45:00 p. m.,"0,42","0,105",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 13:00:00,27/5/2018,1:00:00 p. m.,"0,5","0,125",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 13:15:00,27/5/2018,1:15:00 p. m.,"0,3","0,075",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 13:30:00,27/5/2018,1:30:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 13:45:00,27/5/2018,1:45:00 p. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 14:00:00,27/5/2018,2:00:00 p. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 14:15:00,27/5/2018,2:15:00 p. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 14:30:00,27/5/2018,2:30:00 p. m.,"0,32","0,08",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 14:45:00,27/5/2018,2:45:00 p. m.,"0,41","0,1025",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 15:00:00,27/5/2018,3:00:00 p. m.,"0,23","0,0575",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 15:15:00,27/5/2018,3:15:00 p. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 15:30:00,27/5/2018,3:30:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 15:45:00,27/5/2018,3:45:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 16:00:00,27/5/2018,4:00:00 p. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 16:15:00,27/5/2018,4:15:00 p. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 16:30:00,27/5/2018,4:30:00 p. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 16:45:00,27/5/2018,4:45:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 17:00:00,27/5/2018,5:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 17:15:00,27/5/2018,5:15:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 17:30:00,27/5/2018,5:30:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 17:45:00,27/5/2018,5:45:00 p. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 18:00:00,27/5/2018,6:00:00 p. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 18:15:00,27/5/2018,6:15:00 p. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 18:30:00,27/5/2018,6:30:00 p. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 18:45:00,27/5/2018,6:45:00 p. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 19:00:00,27/5/2018,7:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 19:15:00,27/5/2018,7:15:00 p. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 19:30:00,27/5/2018,7:30:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 19:45:00,27/5/2018,7:45:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 20:00:00,27/5/2018,8:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 20:15:00,27/5/2018,8:15:00 p. m.,"0,32","0,08",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 20:30:00,27/5/2018,8:30:00 p. m.,"0,39","0,0975",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 20:45:00,27/5/2018,8:45:00 p. m.,"0,38","0,095",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 21:00:00,27/5/2018,9:00:00 p. m.,"0,25","0,0625",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 21:15:00,27/5/2018,9:15:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 21:30:00,27/5/2018,9:30:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 21:45:00,27/5/2018,9:45:00 p. m.,"0,31","0,0775",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 22:00:00,27/5/2018,10:00:00 p. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 22:15:00,27/5/2018,10:15:00 p. m.,"0,38","0,095",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 22:30:00,27/5/2018,10:30:00 p. m.,"0,37","0,0925",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 22:45:00,27/5/2018,10:45:00 p. m.,"0,32","0,08",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 23:00:00,27/5/2018,11:00:00 p. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 23:15:00,27/5/2018,11:15:00 p. m.,"0,31","0,0775",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 23:30:00,27/5/2018,11:30:00 p. m.,"0,5","0,125",,,,,,,,,,,,,,,,,,,,,,,,
27/05/2018 23:45:00,27/5/2018,11:45:00 p. m.,"0,47","0,1175",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 00:00:00,28/5/2018,12:00:00 a. m.,"0,48","0,12",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 00:15:00,28/5/2018,12:15:00 a. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 00:30:00,28/5/2018,12:30:00 a. m.,"0,25","0,0625",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 00:45:00,28/5/2018,12:45:00 a. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 01:00:00,28/5/2018,1:00:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 01:15:00,28/5/2018,1:15:00 a. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 01:30:00,28/5/2018,1:30:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 01:45:00,28/5/2018,1:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 02:00:00,28/5/2018,2:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 02:15:00,28/5/2018,2:15:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 02:30:00,28/5/2018,2:30:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 02:45:00,28/5/2018,2:45:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 03:00:00,28/5/2018,3:00:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 03:15:00,28/5/2018,3:15:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 03:30:00,28/5/2018,3:30:00 a. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 03:45:00,28/5/2018,3:45:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 04:00:00,28/5/2018,4:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 04:15:00,28/5/2018,4:15:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 04:30:00,28/5/2018,4:30:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 04:45:00,28/5/2018,4:45:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 05:00:00,28/5/2018,5:00:00 a. m.,"0,23","0,0575",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 05:15:00,28/5/2018,5:15:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 05:30:00,28/5/2018,5:30:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 05:45:00,28/5/2018,5:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 06:00:00,28/5/2018,6:00:00 a. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 06:15:00,28/5/2018,6:15:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 06:30:00,28/5/2018,6:30:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 06:45:00,28/5/2018,6:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 07:00:00,28/5/2018,7:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 07:15:00,28/5/2018,7:15:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 07:30:00,28/5/2018,7:30:00 a. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 07:45:00,28/5/2018,7:45:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 08:00:00,28/5/2018,8:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 08:15:00,28/5/2018,8:15:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 08:30:00,28/5/2018,8:30:00 a. m.,"0,61","0,1525",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 08:45:00,28/5/2018,8:45:00 a. m.,"0,98","0,245",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 09:00:00,28/5/2018,9:00:00 a. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 09:15:00,28/5/2018,9:15:00 a. m.,"1,57","0,3925",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 09:30:00,28/5/2018,9:30:00 a. m.,"1,27","0,3175",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 09:45:00,28/5/2018,9:45:00 a. m.,"1,08","0,27",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 10:00:00,28/5/2018,10:00:00 a. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 10:15:00,28/5/2018,10:15:00 a. m.,"0,97","0,2425",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 10:30:00,28/5/2018,10:30:00 a. m.,"0,38","0,095",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 10:45:00,28/5/2018,10:45:00 a. m.,"0,41","0,1025",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 11:00:00,28/5/2018,11:00:00 a. m.,"0,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 11:15:00,28/5/2018,11:15:00 a. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 11:30:00,28/5/2018,11:30:00 a. m.,"0,81","0,2025",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 11:45:00,28/5/2018,11:45:00 a. m.,"0,86","0,215",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 12:00:00,28/5/2018,12:00:00 p. m.,"0,28","0,07",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 12:15:00,28/5/2018,12:15:00 p. m.,"0,37","0,0925",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 12:30:00,28/5/2018,12:30:00 p. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 12:45:00,28/5/2018,12:45:00 p. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 13:00:00,28/5/2018,1:00:00 p. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 13:15:00,28/5/2018,1:15:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 13:30:00,28/5/2018,1:30:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 13:45:00,28/5/2018,1:45:00 p. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 14:00:00,28/5/2018,2:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 14:15:00,28/5/2018,2:15:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 14:30:00,28/5/2018,2:30:00 p. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 14:45:00,28/5/2018,2:45:00 p. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 15:00:00,28/5/2018,3:00:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 15:15:00,28/5/2018,3:15:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 15:30:00,28/5/2018,3:30:00 p. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 15:45:00,28/5/2018,3:45:00 p. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 16:00:00,28/5/2018,4:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 16:15:00,28/5/2018,4:15:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 16:30:00,28/5/2018,4:30:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 16:45:00,28/5/2018,4:45:00 p. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 17:00:00,28/5/2018,5:00:00 p. m.,"0,41","0,1025",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 17:15:00,28/5/2018,5:15:00 p. m.,"0,44","0,11",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 17:30:00,28/5/2018,5:30:00 p. m.,"1,05","0,2625",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 17:45:00,28/5/2018,5:45:00 p. m.,"1,27","0,3175",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 18:00:00,28/5/2018,6:00:00 p. m.,"2,24","0,56",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 18:15:00,28/5/2018,6:15:00 p. m.,"1,16","0,29",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 18:30:00,28/5/2018,6:30:00 p. m.,"0,76","0,19",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 18:45:00,28/5/2018,6:45:00 p. m.,"0,75","0,1875",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 19:00:00,28/5/2018,7:00:00 p. m.,"0,77","0,1925",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 19:15:00,28/5/2018,7:15:00 p. m.,"0,81","0,2025",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 19:30:00,28/5/2018,7:30:00 p. m.,"0,62","0,155",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 19:45:00,28/5/2018,7:45:00 p. m.,"0,5","0,125",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 20:00:00,28/5/2018,8:00:00 p. m.,"0,6","0,15",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 20:15:00,28/5/2018,8:15:00 p. m.,"0,64","0,16",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 20:30:00,28/5/2018,8:30:00 p. m.,"0,58","0,145",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 20:45:00,28/5/2018,8:45:00 p. m.,"0,57","0,1425",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 21:00:00,28/5/2018,9:00:00 p. m.,"0,58","0,145",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 21:15:00,28/5/2018,9:15:00 p. m.,"0,64","0,16",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 21:30:00,28/5/2018,9:30:00 p. m.,"0,62","0,155",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 21:45:00,28/5/2018,9:45:00 p. m.,"0,64","0,16",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 22:00:00,28/5/2018,10:00:00 p. m.,"0,68","0,17",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 22:15:00,28/5/2018,10:15:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 22:30:00,28/5/2018,10:30:00 p. m.,"0,63","0,1575",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 22:45:00,28/5/2018,10:45:00 p. m.,"0,54","0,135",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 23:00:00,28/5/2018,11:00:00 p. m.,"0,59","0,1475",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 23:15:00,28/5/2018,11:15:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 23:30:00,28/5/2018,11:30:00 p. m.,"0,65","0,1625",,,,,,,,,,,,,,,,,,,,,,,,
28/05/2018 23:45:00,28/5/2018,11:45:00 p. m.,"0,65","0,1625",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 00:00:00,29/5/2018,12:00:00 a. m.,"0,6","0,15",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 00:15:00,29/5/2018,12:15:00 a. m.,"0,61","0,1525",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 00:30:00,29/5/2018,12:30:00 a. m.,"0,6","0,15",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 00:45:00,29/5/2018,12:45:00 a. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 01:00:00,29/5/2018,1:00:00 a. m.,"0,38","0,095",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 01:15:00,29/5/2018,1:15:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 01:30:00,29/5/2018,1:30:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 01:45:00,29/5/2018,1:45:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 02:00:00,29/5/2018,2:00:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 02:15:00,29/5/2018,2:15:00 a. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 02:30:00,29/5/2018,2:30:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 02:45:00,29/5/2018,2:45:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 03:00:00,29/5/2018,3:00:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 03:15:00,29/5/2018,3:15:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 03:30:00,29/5/2018,3:30:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 03:45:00,29/5/2018,3:45:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 04:00:00,29/5/2018,4:00:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 04:15:00,29/5/2018,4:15:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 04:30:00,29/5/2018,4:30:00 a. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 04:45:00,29/5/2018,4:45:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 05:00:00,29/5/2018,5:00:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 05:15:00,29/5/2018,5:15:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 05:30:00,29/5/2018,5:30:00 a. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 05:45:00,29/5/2018,5:45:00 a. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 06:00:00,29/5/2018,6:00:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 06:15:00,29/5/2018,6:15:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 06:30:00,29/5/2018,6:30:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 06:45:00,29/5/2018,6:45:00 a. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 07:00:00,29/5/2018,7:00:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 07:15:00,29/5/2018,7:15:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 07:30:00,29/5/2018,7:30:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 07:45:00,29/5/2018,7:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 08:00:00,29/5/2018,8:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 08:15:00,29/5/2018,8:15:00 a. m.,"0,55","0,1375",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 08:30:00,29/5/2018,8:30:00 a. m.,"0,3","0,075",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 08:45:00,29/5/2018,8:45:00 a. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 09:00:00,29/5/2018,9:00:00 a. m.,"0,71","0,1775",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 09:15:00,29/5/2018,9:15:00 a. m.,"0,47","0,1175",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 09:30:00,29/5/2018,9:30:00 a. m.,"0,44","0,11",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 09:45:00,29/5/2018,9:45:00 a. m.,"0,28","0,07",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 10:00:00,29/5/2018,10:00:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 10:15:00,29/5/2018,10:15:00 a. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 10:30:00,29/5/2018,10:30:00 a. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 10:45:00,29/5/2018,10:45:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 11:00:00,29/5/2018,11:00:00 a. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 11:15:00,29/5/2018,11:15:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 11:30:00,29/5/2018,11:30:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 11:45:00,29/5/2018,11:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 12:00:00,29/5/2018,12:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 12:15:00,29/5/2018,12:15:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 12:30:00,29/5/2018,12:30:00 p. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 12:45:00,29/5/2018,12:45:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 13:00:00,29/5/2018,1:00:00 p. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 13:15:00,29/5/2018,1:15:00 p. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 13:30:00,29/5/2018,1:30:00 p. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 13:45:00,29/5/2018,1:45:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 14:00:00,29/5/2018,2:00:00 p. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 14:15:00,29/5/2018,2:15:00 p. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 14:30:00,29/5/2018,2:30:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 14:45:00,29/5/2018,2:45:00 p. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 15:00:00,29/5/2018,3:00:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 15:15:00,29/5/2018,3:15:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 15:30:00,29/5/2018,3:30:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 15:45:00,29/5/2018,3:45:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 16:00:00,29/5/2018,4:00:00 p. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 16:15:00,29/5/2018,4:15:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
29/05/2018 16:30:00,29/5/2018,4:30:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
