Time,Time,Time (Hour),Load_kW,kWh,Total Energy Consumption (kWh),,,Missing data rows,,"0,612257",,,,,,,,,"graphs are not properly seen online, for a better view download the exc file",,,,,,,,,
23/04/2018 13:30:00,23/4/2018,1:30:00 p. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 13:45:00,23/4/2018,1:45:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 14:00:00,23/4/2018,2:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 14:15:00,23/4/2018,2:15:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 14:30:00,23/4/2018,2:30:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 14:45:00,23/4/2018,2:45:00 p. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 15:00:00,23/4/2018,3:00:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 15:15:00,23/4/2018,3:15:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 15:30:00,23/4/2018,3:30:00 p. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 15:45:00,23/4/2018,3:45:00 p. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 16:00:00,23/4/2018,4:00:00 p. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 16:15:00,23/4/2018,4:15:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 16:30:00,23/4/2018,4:30:00 p. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 16:45:00,23/4/2018,4:45:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 17:00:00,23/4/2018,5:00:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 17:15:00,23/4/2018,5:15:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 17:30:00,23/4/2018,5:30:00 p. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 17:45:00,23/4/2018,5:45:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 18:00:00,23/4/2018,6:00:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 18:15:00,23/4/2018,6:15:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 18:30:00,23/4/2018,6:30:00 p. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 18:45:00,23/4/2018,6:45:00 p. m.,"0,32","0,08",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 19:00:00,23/4/2018,7:00:00 p. m.,"1,81","0,4525",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 19:15:00,23/4/2018,7:15:00 p. m.,"1,83","0,4575",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 19:30:00,23/4/2018,7:30:00 p. m.,"0,38","0,095",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 19:45:00,23/4/2018,7:45:00 p. m.,"0,28","0,07",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 20:00:00,23/4/2018,8:00:00 p. m.,"0,26","0,065",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 20:15:00,23/4/2018,8:15:00 p. m.,"0,35","0,0875",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 20:30:00,23/4/2018,8:30:00 p. m.,"0,38","0,095",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 20:45:00,23/4/2018,8:45:00 p. m.,"0,51","0,1275",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 21:00:00,23/4/2018,9:00:00 p. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 21:15:00,23/4/2018,9:15:00 p. m.,"0,66","0,165",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 21:30:00,23/4/2018,9:30:00 p. m.,"0,77","0,1925",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 21:45:00,23/4/2018,9:45:00 p. m.,"0,78","0,195",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 22:00:00,23/4/2018,10:00:00 p. m.,"0,65","0,1625",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 22:15:00,23/4/2018,10:15:00 p. m.,"0,75","0,1875",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 22:30:00,23/4/2018,10:30:00 p. m.,"0,87","0,2175",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 22:45:00,23/4/2018,10:45:00 p. m.,"0,65","0,1625",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 23:00:00,23/4/2018,11:00:00 p. m.,"0,63","0,1575",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 23:15:00,23/4/2018,11:15:00 p. m.,"0,76","0,19",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 23:30:00,23/4/2018,11:30:00 p. m.,"0,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,
23/04/2018 23:45:00,23/4/2018,11:45:00 p. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 00:00:00,24/4/2018,12:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 00:15:00,24/4/2018,12:15:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 00:30:00,24/4/2018,12:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 00:45:00,24/4/2018,12:45:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 01:00:00,24/4/2018,1:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 01:15:00,24/4/2018,1:15:00 a. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 01:30:00,24/4/2018,1:30:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 01:45:00,24/4/2018,1:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 02:00:00,24/4/2018,2:00:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 02:15:00,24/4/2018,2:15:00 a. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 02:30:00,24/4/2018,2:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 02:45:00,24/4/2018,2:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 03:00:00,24/4/2018,3:00:00 a. m.,"0,11","0,0275",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 03:15:00,24/4/2018,3:15:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 03:30:00,24/4/2018,3:30:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 03:45:00,24/4/2018,3:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 04:00:00,24/4/2018,4:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 04:15:00,24/4/2018,4:15:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 04:30:00,24/4/2018,4:30:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 04:45:00,24/4/2018,4:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 05:00:00,24/4/2018,5:00:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 05:15:00,24/4/2018,5:15:00 a. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 05:30:00,24/4/2018,5:30:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 05:45:00,24/4/2018,5:45:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 06:00:00,24/4/2018,6:00:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 06:15:00,24/4/2018,6:15:00 a. m.,"0,05","0,0125",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 06:30:00,24/4/2018,6:30:00 a. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 06:45:00,24/4/2018,6:45:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 07:00:00,24/4/2018,7:00:00 a. m.,"0,29","0,0725",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 07:15:00,24/4/2018,7:15:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 07:30:00,24/4/2018,7:30:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 07:45:00,24/4/2018,7:45:00 a. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 08:00:00,24/4/2018,8:00:00 a. m.,"0,49","0,1225",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 08:15:00,24/4/2018,8:15:00 a. m.,"0,65","0,1625",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 08:30:00,24/4/2018,8:30:00 a. m.,"2,28","0,57",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 08:45:00,24/4/2018,8:45:00 a. m.,"0,94","0,235",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 09:00:00,24/4/2018,9:00:00 a. m.,"0,37","0,0925",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 09:15:00,24/4/2018,9:15:00 a. m.,"0,59","0,1475",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 09:30:00,24/4/2018,9:30:00 a. m.,"0,61","0,1525",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 09:45:00,24/4/2018,9:45:00 a. m.,"0,64","0,16",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 10:00:00,24/4/2018,10:00:00 a. m.,"0,42","0,105",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 10:15:00,24/4/2018,10:15:00 a. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 10:30:00,24/4/2018,10:30:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 10:45:00,24/4/2018,10:45:00 a. m.,"0,8","0,2",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 11:00:00,24/4/2018,11:00:00 a. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 11:15:00,24/4/2018,11:15:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 11:30:00,24/4/2018,11:30:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 11:45:00,24/4/2018,11:45:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 12:00:00,24/4/2018,12:00:00 p. m.,"0,54","0,135",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 12:15:00,24/4/2018,12:15:00 p. m.,"0,29","0,0725",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 12:30:00,24/4/2018,12:30:00 p. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 12:45:00,24/4/2018,12:45:00 p. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 13:00:00,24/4/2018,1:00:00 p. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 13:15:00,24/4/2018,1:15:00 p. m.,"0,06","0,015",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 13:30:00,24/4/2018,1:30:00 p. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 13:45:00,24/4/2018,1:45:00 p. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 14:00:00,24/4/2018,2:00:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 14:15:00,24/4/2018,2:15:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 14:30:00,24/4/2018,2:30:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 14:45:00,24/4/2018,2:45:00 p. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 15:00:00,24/4/2018,3:00:00 p. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 15:15:00,24/4/2018,3:15:00 p. m.,"0,07","0,0175",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 15:30:00,24/4/2018,3:30:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 15:45:00,24/4/2018,3:45:00 p. m.,"0,25","0,0625",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 16:00:00,24/4/2018,4:00:00 p. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 16:15:00,24/4/2018,4:15:00 p. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 16:30:00,24/4/2018,4:30:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 16:45:00,24/4/2018,4:45:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 17:00:00,24/4/2018,5:00:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 17:15:00,24/4/2018,5:15:00 p. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 17:30:00,24/4/2018,5:30:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 17:45:00,24/4/2018,5:45:00 p. m.,"0,48","0,12",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 18:00:00,24/4/2018,6:00:00 p. m.,"0,49","0,1225",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 18:15:00,24/4/2018,6:15:00 p. m.,"1,73","0,4325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 18:30:00,24/4/2018,6:30:00 p. m.,"1,78","0,445",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 18:45:00,24/4/2018,6:45:00 p. m.,"0,45","0,1125",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 19:00:00,24/4/2018,7:00:00 p. m.,"0,42","0,105",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 19:15:00,24/4/2018,7:15:00 p. m.,"0,46","0,115",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 19:30:00,24/4/2018,7:30:00 p. m.,"0,32","0,08",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 19:45:00,24/4/2018,7:45:00 p. m.,"0,96","0,24",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 20:00:00,24/4/2018,8:00:00 p. m.,"2,04","0,51",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 20:15:00,24/4/2018,8:15:00 p. m.,"0,39","0,0975",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 20:30:00,24/4/2018,8:30:00 p. m.,"1,4","0,35",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 20:45:00,24/4/2018,8:45:00 p. m.,"2,01","0,5025",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 21:00:00,24/4/2018,9:00:00 p. m.,"0,69","0,1725",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 21:15:00,24/4/2018,9:15:00 p. m.,"0,59","0,1475",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 21:30:00,24/4/2018,9:30:00 p. m.,"0,59","0,1475",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 21:45:00,24/4/2018,9:45:00 p. m.,"0,73","0,1825",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 22:00:00,24/4/2018,10:00:00 p. m.,"0,74","0,185",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 22:15:00,24/4/2018,10:15:00 p. m.,"0,55","0,1375",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 22:30:00,24/4/2018,10:30:00 p. m.,"0,53","0,1325",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 22:45:00,24/4/2018,10:45:00 p. m.,"0,58","0,145",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 23:00:00,24/4/2018,11:00:00 p. m.,"0,71","0,1775",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 23:15:00,24/4/2018,11:15:00 p. m.,"0,71","0,1775",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 23:30:00,24/4/2018,11:30:00 p. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
24/04/2018 23:45:00,24/4/2018,11:45:00 p. m.,"0,82","0,205",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 00:00:00,25/4/2018,12:00:00 a. m.,"0,89","0,2225",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 00:15:00,25/4/2018,12:15:00 a. m.,"0,83","0,2075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 00:30:00,25/4/2018,12:30:00 a. m.,"0,7","0,175",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 00:45:00,25/4/2018,12:45:00 a. m.,"0,48","0,12",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 01:00:00,25/4/2018,1:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 01:15:00,25/4/2018,1:15:00 a. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 01:30:00,25/4/2018,1:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 01:45:00,25/4/2018,1:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 02:00:00,25/4/2018,2:00:00 a. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 02:15:00,25/4/2018,2:15:00 a. m.,"0,18","0,045",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 02:30:00,25/4/2018,2:30:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 02:45:00,25/4/2018,2:45:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 03:00:00,25/4/2018,3:00:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 03:15:00,25/4/2018,3:15:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 03:30:00,25/4/2018,3:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 03:45:00,25/4/2018,3:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 04:00:00,25/4/2018,4:00:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 04:15:00,25/4/2018,4:15:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 04:30:00,25/4/2018,4:30:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 04:45:00,25/4/2018,4:45:00 a. m.,"0,12","0,03",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 05:00:00,25/4/2018,5:00:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 05:15:00,25/4/2018,5:15:00 a. m.,"0,21","0,0525",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 05:30:00,25/4/2018,5:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 05:45:00,25/4/2018,5:45:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 06:00:00,25/4/2018,6:00:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 06:15:00,25/4/2018,6:15:00 a. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 06:30:00,25/4/2018,6:30:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 06:45:00,25/4/2018,6:45:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 07:00:00,25/4/2018,7:00:00 a. m.,"0,09","0,0225",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 07:15:00,25/4/2018,7:15:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 07:30:00,25/4/2018,7:30:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 07:45:00,25/4/2018,7:45:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 08:00:00,25/4/2018,8:00:00 a. m.,"0,23","0,0575",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 08:15:00,25/4/2018,8:15:00 a. m.,"0,6","0,15",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 08:30:00,25/4/2018,8:30:00 a. m.,"0,3","0,075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 08:45:00,25/4/2018,8:45:00 a. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 09:00:00,25/4/2018,9:00:00 a. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 09:15:00,25/4/2018,9:15:00 a. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 09:30:00,25/4/2018,9:30:00 a. m.,"0,36","0,09",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 09:45:00,25/4/2018,9:45:00 a. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 10:00:00,25/4/2018,10:00:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 10:15:00,25/4/2018,10:15:00 a. m.,"0,04","0,01",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 10:30:00,25/4/2018,10:30:00 a. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 10:45:00,25/4/2018,10:45:00 a. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 11:00:00,25/4/2018,11:00:00 a. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 11:15:00,25/4/2018,11:15:00 a. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 11:30:00,25/4/2018,11:30:00 a. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 11:45:00,25/4/2018,11:45:00 a. m.,"0,15","0,0375",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 12:00:00,25/4/2018,12:00:00 p. m.,"0,1","0,025",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 12:15:00,25/4/2018,12:15:00 p. m.,"0,03","0,0075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 12:30:00,25/4/2018,12:30:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 12:45:00,25/4/2018,12:45:00 p. m.,"1,35","0,3375",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 13:00:00,25/4/2018,1:00:00 p. m.,"0,57","0,1425",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 13:15:00,25/4/2018,1:15:00 p. m.,"0,29","0,0725",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 13:30:00,25/4/2018,1:30:00 p. m.,"0,3","0,075",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 13:45:00,25/4/2018,1:45:00 p. m.,"0,27","0,0675",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 14:00:00,25/4/2018,2:00:00 p. m.,"0,22","0,055",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 14:15:00,25/4/2018,2:15:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 14:30:00,25/4/2018,2:30:00 p. m.,"0,14","0,035",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 14:45:00,25/4/2018,2:45:00 p. m.,"1,78","0,445",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 15:00:00,25/4/2018,3:00:00 p. m.,"0,64","0,16",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 15:15:00,25/4/2018,3:15:00 p. m.,"0,13","0,0325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 15:30:00,25/4/2018,3:30:00 p. m.,"0,46","0,115",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 15:45:00,25/4/2018,3:45:00 p. m.,"0,48","0,12",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 16:00:00,25/4/2018,4:00:00 p. m.,"0,86","0,215",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 16:15:00,25/4/2018,4:15:00 p. m.,"0,71","0,1775",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 16:30:00,25/4/2018,4:30:00 p. m.,"0,17","0,0425",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 16:45:00,25/4/2018,4:45:00 p. m.,"0,2","0,05",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 17:00:00,25/4/2018,5:00:00 p. m.,"0,25","0,0625",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 17:15:00,25/4/2018,5:15:00 p. m.,"0,16","0,04",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 17:30:00,25/4/2018,5:30:00 p. m.,"0,19","0,0475",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 17:45:00,25/4/2018,5:45:00 p. m.,"0,28","0,07",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 18:00:00,25/4/2018,6:00:00 p. m.,"3,52","0,88",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 18:15:00,25/4/2018,6:15:00 p. m.,"1,73","0,4325",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 18:30:00,25/4/2018,6:30:00 p. m.,"1,26","0,315",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 18:45:00,25/4/2018,6:45:00 p. m.,"0,37","0,0925",,,,,,,,,,,,,,,,,,,,,,,,
25/04/2018 19:00:00,25/4/2018,7:00:00 p. m.,"0,29","0,0725",,,,,,,,,,,,,,,,,,,,,,,,
